id,name,calories,image_attached
2669,"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil",145,yes
2670,"Poussin, raw, meat and skin",202,no
2671,"Poussin, raw, meat and skin, weighed with bone",117,yes
2672,"Prawn crackers, takeaway",570,no
2673,"Prawns, king, grilled from raw",102,yes
2674,"Prawns, king, purchased cooked",68,no
2675,"Prawns, king, purchased cooked, weighed with shells",37,yes
2676,"Prawns, king, raw",77,no
2677,"Prawns, standard, dried",377,yes
2678,"Prawns, standard, purchased cooked",70,no
2679,Pre-mixed spirit based drinks,52,yes
2680,"Prickly pears, flesh and seeds",49,no
2681,"Profiteroles with sauce, frozen",346,yes
2682,Prune juice,57,no
2683,"Prunes, canned in juice, whole contents",79,yes
2684,"Prunes, flesh and skin",160,no
2685,"Prunes, flesh and skin, stewed with sugar",103,yes
2686,"Prunes, flesh and skin, stewed with sugar, weighed with stones",95,yes
2687,"Prunes, flesh and skin, stewed without sugar",81,no
2688,"Prunes, flesh and skin, stewed without sugar, weighed with stones",74,no
2689,"Prunes, flesh and skin, weighed with stones",134,yes
2690,"Prunes, ready-to-eat, semi-dried",149,yes
2691,"Prunes, ready-to-eat, semi-dried, weighed with stones",128,no
2692,"Pudding, bread and butter, homemade",137,yes
2693,"Pudding, Christmas, homemade",316,no
2694,"Pudding, Christmas, retail",285,yes
2695,"Pudding, Eve's pudding, homemade",252,no
2696,"Pudding, Queen of Puddings, homemade",195,yes
2697,"Pudding, rice, canned",85,no
2698,"Pudding, rice, canned, low fat",81,yes
2699,"Pudding, rice, homemade, with semi-skimmed milk",127,no
2700,"Pudding, rice, homemade, with skimmed milk",114,yes
2701,"Pudding, rice, homemade, with whole milk",145,yes
2702,"Pudding, sponge, canned",265,no
2703,"Pudding, sponge, homemade",327,yes
2704,"Pudding, sponge, with dried fruit, homemade",332,yes
2705,"Pudding, sponge, with jam or treacle, homemade",333,no
2706,"Pudding, spotted dick, homemade",344,yes
2707,"Pudding, suet, homemade",352,no
2708,Pumpkin seeds,565,yes
2709,"Pumpkin, flesh only, boiled in unsalted water",12,no
2710,"Pumpkin, flesh only, raw",13,yes
2711,"Puri, homemade",366,no
2712,"Quiche, cheese and egg, homemade",305,yes
2713,"Quiche, cheese and egg, wholemeal, homemade",294,no
2714,"Quiche, Lorraine, homemade",358,yes
2715,"Quiche, Lorraine, shortcrust pastry, retail",269,no
2716,"Quiche, Lorraine, wholemeal pastry, homemade",354,yes
2717,"Quiche, mushroom, homemade",278,yes
2718,"Quiche, mushroom, wholemeal, homemade",267,no
2719,"Quiche, vegetable, retail",289,yes
2720,"Quinces, flesh only",26,no
2721,"Quinoa, raw",309,yes
2722,Quorn korma,140,no
2723,"Quorn, pieces, as purchased",73,yes
2724,"Rabbit, raw, meat only",137,no
2725,"Rabbit, stewed, meat only",114,yes
2726,"Rabbit, stewed, meat only, weighed with bone",68,no
2727,"Raddiccio, raw",14,yes
2728,"Radish leaves, raw",33,yes
2729,"Radish, red, flesh and skin, raw",12,no
2730,"Radish, white/mooli, raw",15,yes
2731,"Raisins, dried",256,no
2732,"Raita, homemade",57,yes
2733,"Raita, yogurt and gram flour, homemade",103,no
2734,"Rambutan, flesh only",69,yes
2735,"Rape leaves, raw",37,no
2736,"Raspberries, raw",25,yes
2737,"Raspberries, stewed with sugar",63,no
2738,"Raspberries, stewed without sugar",24,yes
2739,"Ratatouille, homemade",82,no
2740,Red pea loaf,127,yes
2741,"Red rice, boiled in unsalted water",129,yes
2742,"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",64,no
2743,"Red snapper, flesh only, fried in sunflower oil",126,yes
2744,"Red snapper, flesh only, fried in sunflower oil, weighed with bones and skin",64,no
2745,"Red snapper, flesh only, raw",90,yes
2746,"Redcurrants, raw",21,no
2747,"Redcurrants, stewed with sugar",53,yes
2748,"Redcurrants, stewed without sugar",17,yes
2749,"Redfish, raw",98,no
2750,Re-fried beans,169,yes
2751,"Relish, corn/cucumber/onion",144,no
2752,"Relish, tomato based",114,no
2753,"Rhubarb, stems only, raw",7,yes
2754,"Rhubarb, stems only, stewed with sugar",48,no
2755,"Rhubarb, stems only, stewed without sugar",14,yes
2756,Rice and black-eye beans,170,no
2757,"Rice and black-eye beans, brown rice",164,yes
2758,Rice and pigeon peas,163,yes
2759,"Rice and pigeon peas, brown rice",157,no
2760,Rice and red kidney beans,158,yes
2761,"Rice and red kidney beans, brown rice",152,no
2762,Rice and split peas,186,yes
2763,"Rice and split peas, brown rice",179,no
2764,"Rice, brown, basmati, boiled in unsalted water",131,yes
2765,"Rice, brown, basmati, raw",355,yes
2766,"Rice, brown, easy cook, boiled in unsalted water",157,no
2767,"Rice, brown, easy cook, raw",366,yes
2768,"Rice, brown, wholegrain, boiled in unsalted water",132,no
2769,"Rice, brown, wholegrain, raw",333,yes
2770,"Rice, egg fried, ready cooked, re-heated, retail, not takeaway",169,no
2771,"Rice, egg fried, takeaway",186,yes
2772,"Rice, pilau, plain, homemade",134,no
2773,"Rice, ready-cooked, ""plain"", re-heated",161,yes
2774,"Rice, red, raw",356,no
2775,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, cooked",155,yes
2776,"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, uncooked",369,no
2777,"Rice, Thai fragrant, boiled in unsalted water",133,yes
2778,"Rice, Thai fragrant, raw",352,yes
2779,"Rice, white, basmati, boiled in unsalted water",117,no
2780,"Rice, white, basmati, easy cook, boiled in unsalted water",138,yes
2781,"Rice, white, basmati, easy cook, raw",350,no
2782,"Rice, white, basmati, raw",351,yes
2783,"Rice, white, Italian ""Arborio"" risotto, boiled in unsalted water",138,no
2784,"Rice, white, Italian Arborio risotto, raw",354,yes
2785,"Rice, white, long grain, boiled in unsalted water",131,no
2786,"Rice, white, long grain, easy cook, boiled in unsalted water",146,yes
2787,"Rice, white, long grain, easy cook, raw",347,no
2788,"Rice, white, long grain, raw",355,yes
2789,"Rice, white, pudding, raw",352,no
2790,"Rice, wild, boiled in unsalted water",145,yes
2791,"Rice, wild, raw",343,no
2792,"Risotto, chicken, homemade",173,yes
2793,"Risotto, plain, homemade",184,no
2794,"Risotto, vegetable, brown rice",136,yes
2795,"Risotto, white rice, vegetable, homemade",139,yes
2796,"Rissoles, brown rice, fried in sunflower oil",216,no
2797,"Rissoles, brown rice, fried in vegetable oil",216,yes
2798,"Rissoles, chick pea, fried in sunflower oil",243,yes
2799,"Rissoles, chick pea, fried in vegetable oil",243,no
2800,"Rissoles, lentil, fried in sunflower oil",211,yes
2801,"Rissoles, lentil, fried in vegetable oil",211,no
2802,"Rissoles, vegetable, fried in sunflower oil",121,yes
2803,"Rissoles, vegetable, fried in vegetable oil",121,yes
2804,"Rock cakes, homemade",386,no
2805,"Rock Salmon/Dogfish, in batter, fried in blended oil",295,yes
2806,"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",274,no
2807,"Rock Salmon/Dogfish, in batter, fried in dripping",295,yes
2808,"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",274,no
2809,"Rock Salmon/Dogfish, in batter, fried in retail blend oil",295,yes
2810,"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",274,no
2811,"Rock Salmon/Dogfish, in batter, fried in sunflower oil",295,yes
2812,"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",274,no
2813,"Rock Salmon/Dogfish, raw",154,yes
2814,"Rocket, raw",18,yes
2815,"Roe, cod, hard, coated in batter, fried",189,no
2816,"Roe, cod, hard, raw",104,yes
2817,"Roe, herring, soft, raw",91,no
2818,"Rohu, raw",79,yes
2819,"Rosemary, dried",331,no
2820,"Rosemary, fresh",99,yes
2821,"Roulade, spinach",182,no
2822,"Rum baba, homemade",222,yes
2823,Rusks,396,no
2824,"Saag, homemade",111,yes
2825,Saffron,310,no
2826,"Sage, dried, ground",315,yes
2827,"Sage, fresh",119,no
2828,"Sago, raw",355,no
2829,Salad cream,326,yes
2830,"Salad cream, reduced fat",157,yes
2831,"Salad, beetroot and onion in French dressing",71,no
2832,"Salad, Greek",131,yes
2833,"Salad, green",13,no
2834,"Salad, pasta, vegetables and mayonnaise",150,yes
2835,"Salad, potato, with French dressing",111,no
2836,"Salad, potato, with mayonnaise",239,no
2837,"Salad, potato, with mayonnaise, retail",158,yes
2838,"Salad, rice, brown",160,yes
2839,"Salad, rice, homemade",168,no
2840,"Salad, tomato and onion",45,yes
2841,"Salad, Waldorf",196,no
2842,"Salad, wholemeal pasta, with vegetables and mayonnaise",131,yes
2843,Salami,438,no
2844,Salami snack,504,yes
2845,"Salmis of pheasant, homemade",106,no
2846,"Salmon en croute, retail",288,yes
2847,"Salmon, farmed, flesh only, baked",232,no
2848,"Salmon, farmed, flesh only, grilled",239,yes
2849,"Salmon, farmed, flesh only, grilled, weighed with bones and skin",208,no
2850,"Salmon, farmed, flesh only, raw",217,yes
2851,"Salmon, farmed, flesh only, steamed",261,no
2852,"Salmon, farmed, flesh only, steamed, fillets weighed with bones and skin",227,yes
2853,"Salmon, pink, canned in brine, drained",138,no
2854,"Salmon, red, canned in brine, drained",160,yes
2855,"Salmon, red, canned in brine, skinless and boneless, drained",153,no
2856,"Salmon, smoked (cold-smoked)",184,yes
2857,"Salmon, smoked (hot-smoked)",186,no
2858,"Salmon, wild, baked",215,yes
2859,"Salmon, wild, flesh only, raw",179,no
2860,"Salmon, wild, grilled",210,yes
2861,"Salmon, wild, steamed",206,no
2862,"Salsify, flesh only, boiled in unsalted water",23,yes
2863,"Salsify, flesh only, raw",27,no
2864,Salt,0,yes
2865,"Salted fish, Chinese, bones removed, steamed",155,yes
2866,"Sambar, homemade",49,no
2867,"Samosas, lamb, baked, homemade",288,yes
2868,"Samosas, lamb, deep fried in rapeseed oil, homemade",379,no
2869,"Samosas, vegetable, retail",217,yes
2870,"Sandwich, white bread, bacon, lettuce and tomato",230,no
2871,"Sandwich, white bread, cheddar cheese and pickle",282,yes
2872,"Sandwich, white bread, chicken salad",172,no
2873,"Sandwich, white bread, egg mayonnaise",243,yes
2874,"Sandwich, white bread, ham salad",163,no
2875,"Sandwich, white bread, tuna mayonnaise",237,yes
2876,"Sapodilla, flesh only",69,yes
2877,"Sardines, canned in brine, drained",170,no
2878,"Sardines, canned in olive oil, drained",220,yes
2879,"Sardines, canned in sunflower oil, drained",220,no
2880,"Sardines, canned in tomato sauce, whole contents",175,yes
2881,"Sardines, flesh only, grilled",172,no
2882,"Sardines, flesh only, grilled, weighed with skin and bones",108,yes
2883,"Sardines, flesh only, raw",134,no
2884,"Sauce, cheese, packet mix, dry",486,yes
2885,"Sauce, Chinese cook in, sweet & sour",94,no
2886,"Sauce, Chinese stir fry",92,yes
2887,"Sauce, curry, onion, with butter, homemade",252,yes
2888,"Sauce, curry, onion, with vegetable oil, homemade",298,yes
2889,"Sauce, curry, sweet, UK type, homemade",92,no
2890,"Sauce, curry, tomato and onion, homemade",201,yes
2891,"Sauce, dry, casserole mix",330,no
2892,"Sauce, dry, casserole mix, made up",35,yes
2893,"Sauce, duck a l'orange",66,no
2894,"Sauce, Indian cook in, korma/tikka masala",133,yes
2895,"Sauce, pasta, carbonara type",151,no
2896,"Sauce, pasta, four cheese",129,yes
2897,"Sauce, pasta, tomato based, for bolognese",44,no
2898,"Sauce, pasta, tomato based, napoletana",65,yes
2899,"Sauce, pasta, tomato based, reduced fat",33,no
2900,"Sauce, pasta, tomato based, with added vegetables",46,yes
2901,"Sauce, pasta, white, with ham and mushrooms, homemade",129,no
2902,"Sauce, sweet and sour, take-away",157,yes
2903,"Sauce, tomato and mushroom, homemade",46,no
2904,"Sauce, tomato based, homemade",70,yes
2905,"Sauce, traditional cook in, tomato based",43,yes
2906,"Sauce, traditional cook in, white sauce based",105,no
2907,"Sauces, Indian cook in, other",67,yes
2908,Sauerkraut,9,no
2909,"Sausage roll, flaky pastry, ready-to-eat, retail",352,yes
2910,"Sausage rolls, short pastry, homemade",395,yes
2911,"Sausages, beef, fried in vegetable oil",267,no
2912,"Sausages, beef, grilled",265,yes
2913,"Sausages, beef, raw",258,no
2914,"Sausages, pork, chilled, fried in vegetable oil",308,yes
2915,"Sausages, pork, chilled, grilled",294,no
2916,"Sausages, pork, frozen, fried in vegetable oil",316,yes
2917,"Sausages, pork, frozen, grilled",289,no
2918,"Sausages, pork, raw",309,yes
2919,"Sausages, pork, reduced fat, fried in vegetable oil",144,no
2920,"Sausages, pork, reduced fat, grilled",160,yes
2921,"Sausages, pork, reduced fat, raw",141,no
2922,"Sausages, premium, fried in vegetable oil",256,yes
2923,"Sausages, premium, grilled",275,no
2924,"Sausages, premium, raw",254,yes
2925,"Sausages, vegetarian, baked/grilled",179,yes
2926,"Saveloy, unbattered, takeaway",296,no
2927,"Scallops, steamed",118,yes
2928,"Scampi, coated in breadcrumbs, baked",232,no
2929,"Scampi, coated in breadcrumbs, fried in sunflower oil",243,yes
2930,"Scampi, in breadcrumbs, frozen, fried in rapeseed oil",243,no
2931,"Scones, cheese, homemade",358,yes
2932,"Scones, fruit, retail",338,no
2933,"Scones, fruit, wholemeal, homemade",322,yes
2934,"Scones, plain, homemade",352,yes
2935,"Scones, plain, retail",346,no
2936,"Scones, potato, homemade",279,yes
2937,"Scones, wholemeal, homemade",319,no
2938,"Scotch broth, homemade",74,yes
2939,"Scotch eggs, retail",241,no
2940,"Scotch pancakes, homemade",270,yes
2941,"Scotch pancakes, retail",270,yes
2942,Seafood selection,87,no
2943,Seafood sticks,102,yes
2944,"Seakale, stem only, boiled in unsalted water",8,no
2945,"Seaweed, Irish moss, raw",8,yes
2946,"Seaweed, kombu, dried, raw",43,no
2947,"Seaweed, nori, dried, raw",136,yes
2948,"Seaweed, wakame, dried, raw",71,no
2949,"Semolina, raw",349,yes
2950,"Sesame prawn toast, takeaway",382,yes
2951,Sesame seeds,598,no
2952,"Sev/ganthia, homemade",478,yes
2953,"Sevyian, homemade",119,no
2954,"Shallots, raw",20,yes
2955,"Shandy, 50% lager, homemade",23,no
2956,"Shandy, bottled or canned",24,yes
2957,"Shark, raw",102,no
2958,"Sharon fruit, flesh only",73,yes
2959,"Shepherd's pie, homemade",107,no
2960,"Shepherd's pie, vegetable",114,yes
2961,"Shepherd's pie, vegetable, retail",101,no
2962,"Sherry, medium",116,yes
2963,Shish kebab in pitta bread with salad,149,yes
2964,"Shish kebab, meat only",206,no
2965,"Shish kebabs, with onions and peppers, homemade",206,yes
2966,Shortbread,515,no
2967,"Shortcake, caramel, chocolate covered, retail",466,yes
2968,"Shrimps, boiled",117,no
2969,"Shrimps, boiled, weighed with shells",39,yes
2970,"Shrimps, canned in brine, drained",94,no
2971,"Shrimps, dried",245,yes
2972,"Shrimps, frozen",73,yes
2973,"Skate, grilled",79,no
2974,"Skate, grilled, weighed with bones",59,yes
2975,"Skate, raw",64,no
2976,Smartie-type sweets,456,no
2977,Smoothies,49,yes
2978,"Sole, flesh only, grilled, fillets weighed with skin",71,yes
2979,"Sorbet, fruit",97,yes
2980,"Souffle, cheese, homemade",237,no
2981,"Souffle, plain, homemade",177,yes
2982,"Soup, broccoli and stilton, carton, chilled",51,no
2983,"Soup, carrot and coriander, carton, chilled",45,yes
2984,"Soup, carrot and orange, homemade",20,yes
2985,"Soup, chicken noodle, dried",322,no
2986,"Soup, chicken noodle, dried, as served",19,no
2987,"Soup, chicken, cream of, canned",58,yes
2988,"Soup, chicken, cream of, canned, condensed",85,no
2989,"Soup, cream of tomato, canned",51,yes
2990,"Soup, French onion, homemade",41,yes
2991,"Soup, gazpacho, homemade",46,no
2992,"Soup, goulash, homemade",106,yes
2993,"Soup, instant, dried, as purchased",384,no
2994,"Soup, instant, dried, as served",37,yes
2995,"Soup, lentil, canned",46,no
2996,"Soup, lentil, homemade",121,yes
2997,"Soup, low calorie, canned",33,no
2998,"Soup, minestrone, canned",31,yes
2999,"Soup, minestrone, homemade",60,no
3000,"Soup, mulligatawny, homemade",90,yes
3001,"Soup, mushroom, carton, chilled",48,yes
3002,"Soup, mushroom, cream of, canned",46,no
3003,"Soup, oxtail, canned",44,yes
3004,"Soup, pea and ham, homemade",73,no
3005,"Soup, potato and leek, homemade",56,yes
3006,"Soup, tomato, carton, chilled",37,no
3007,"Soup, vegetable, canned",39,yes
3008,"Soup, vegetable, homemade",55,no
3009,"Soy sauce, light and dark varieties",79,yes
3010,"Spaghetti bolognese, homemade",151,no
3011,"Spaghetti bolognese, retail, meat and sauce only, reheated",108,yes
3012,"Spaghetti bolognese, retail, reheated, with spaghetti",126,no
3013,"Spinach, baby, boiled in unsalted water",20,yes
3014,"Spinach, baby, raw",16,no
3015,"Spinach, dried",211,yes
3016,"Spinach, frozen, boiled in unsalted water",21,no
3017,"Spinach, mature, boiled in unsalted water",19,yes
3018,"Spinach, mature, raw",25,no
3019,"Spirits, 40% volume",222,yes
3020,"Sprats, fried",415,no
3021,"Sprats, fried, weighed with bones",249,yes
3022,"Sprats, raw",172,no
3023,"Spring greens, boiled in unsalted water",20,yes
3024,"Spring greens, raw",33,no
3025,"Spring onions, bulbs and tops, raw",23,yes
3026,"Spring onions, bulbs only, raw",35,yes
3027,"Spring rolls, meat, takeaway",242,no
3028,"Squash, acorn, baked",56,yes
3029,"Squash, acorn, raw",40,no
3030,"Squash, butternut, baked",39,yes
3031,"Squash, butternut, boiled in unsalted water",24,no
3032,"Squash, butternut, raw",36,yes
3033,"Squash, spaghetti, baked",23,yes
3034,"Squash, spaghetti, raw",26,no
3035,"Squid, dried",313,yes
3036,"Squid, raw",81,no
3037,Star fruit,32,yes
3038,"Steak and kidney pudding, homemade",210,no
3039,"Stew, beef, homemade",105,yes
3040,"Stew, beef, made with lean beef, homemade",93,no
3041,"Stew, beef, with dumplings, homemade",190,yes
3042,"Stew, Irish, homemade",119,no
3043,"Stew, Irish, made with lean lamb, homemade",107,yes
3044,"Stir-fry beef with green peppers and blackbean sauce, takeaway",103,no
3045,"Stock cubes, beef",0,yes
3046,"Stock cubes, chicken",0,yes
3047,"Stock cubes, chicken, made up with water",0,no
3048,"Stock cubes, vegetable",0,yes
3049,Stock gel,163,no
3050,"Stock, chicken, ready made, retail",12,yes
3051,"Stout, Guinness",37,yes
3052,"Strawberries, raw",30,no
3053,"Strudel, fruit filled, retail, frozen",241,yes
3054,"Stuffing mix, dried",338,no
3055,"Stuffing mix, dried, assorted flavours, made up",97,yes
3056,"Stuffing, sage and onion, homemade",253,no
3057,"Suet, shredded",826,yes
3058,"Suet, vegetable, reduced fat",718,yes
3059,"Sugar apple, flesh only",69,no
3060,"Sugar, brown",380,yes
3061,"Sugar, Demerara",394,no
3062,"Sugar, icing",393,yes
3063,"Sugar, white",394,no
3064,Sultanas,275,yes
3065,Sunflower seeds,576,no
3066,"Sunflower seeds, toasted",602,yes
3067,"Sushi, salmon nigiri",152,yes
3068,"Sushi, tuna nigiri",170,no
3069,"Sushi, vegetable",148,yes
3070,"Swede, flesh only, boiled in unsalted water",26,yes
3071,"Swede, flesh only, raw",24,yes
3072,"Sweet and sour chicken, takeaway",194,yes
3073,"Sweet and sour pork, battered, takeaway",240,yes
3074,"Sweet and sour pork, homemade",176,yes
3075,Sweet potato and onion layer,124,yes
3076,"Sweet potato, baked",115,yes
3077,"Sweet potato, flesh only, boiled in unsalted water",58,yes
3078,"Sweet potato, raw, flesh only",87,yes
3079,"Sweet potato, steamed",84,yes
3080,"Sweet potato, wedges, flesh and skin, baked in rapeseed oil",139,yes
3081,"Sweetbread, lamb, fried in corn oil",217,yes
3082,"Sweetbread, lamb, raw",131,yes
3083,"Sweetcorn, baby, boiled in unsalted water",31,yes
3084,"Sweetcorn, baby, stir-fried in rapeseed oil",84,yes
3085,"Sweetcorn kernels, canned in water, drained",78,yes
3086,"Sweetcorn, dried",251,yes
3087,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water",67,yes
3088,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core",39,yes
3089,"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core",36,yes
3090,"Sweetcorn, kernels, raw",60,yes
3091,"Sweets, boiled",327,yes
3092,"Sweets, chew sweets",377,yes
3093,"Sweets, sherbert",355,yes
3094,"Swordfish, flesh only, grilled",139,yes
3095,"Swordfish, flesh only, grilled, weighed with bones and skin",123,yes
3096,"Swordfish, flesh only, raw",109,yes
3097,"Syrup, corn, dark",282,yes
3098,"Syrup, golden",298,yes
3099,"Szechuan prawns with vegetables, takeaway",83,yes
3100,Tabouleh,119,yes
3101,Tahini paste,607,yes
3102,"Tamarillos, flesh and seeds",28,yes
3103,Tamarind,238,yes
3104,"Tamarind leaves, fresh",115,yes
3105,"Tamarind pulp, flesh only",273,yes
3106,"Tannia, raw",107,yes
3107,"Tapioca, raw",359,yes
3108,Taramasalata,517,no
3109,"Taro leaves, raw",35,yes
3110,"Taro leaves, steamed",19,yes
3111,"Taro, baked",130,yes
3112,"Taro, boiled in unsalted water",91,yes
3113,"Taro, raw",106,yes
3114,"Taro, steamed",99,yes
3115,"Tarragon, dried, ground",295,yes
3116,"Tarragon, fresh",49,yes
3117,"Tart, bakewell, homemade",454,yes
3118,"Tart, custard, large, homemade",275,yes
3119,"Tart, mincemeat, one crust, homemade",385,yes
3120,Tartare sauce,299,yes
3121,"Tartlets, strawberry, homemade",202,yes
3122,"Tarts, bakewell, iced, retail",411,yes
3123,"Tarts, custard, individual",263,yes
3124,"Tarts, jam, homemade",382,yes
3125,"Tarts, jam, wholemeal, homemade",366,yes
3126,"Tea, black, infusion, average",0,yes
3127,"Tea, black, infusion, strong",0,yes
3128,"Tea, black, infusion, weak",0,yes
3129,"Tea, Chinese, leaves, infusion",1,yes
3130,"Tea, green, infusion",0,no
3131,"Tea, herbal, infusion",1,yes
3132,"Tea, infusion, average, with semi-skimmed milk",7,no
3133,"Tea, infusion, average, with whole milk",8,yes
3134,Tempeh,166,yes
3135,"Tempeh burgers, fried in vegetable oil",188,no
3136,"Thyme, dried, ground",276,no
3137,"Thyme, fresh",95,yes
3138,Tigernuts,403,no
3139,"Tilapia, raw",85,yes
3140,"Tinda subji, homemade",95,yes
3141,Tiramisu,244,yes
3142,"Toad in the hole, homemade",285,no
3143,"Toad in the hole, made with skimmed milk and reduced fat sausages, homemade",175,yes
3144,"Toffees, mixed",387,no
3145,"Tofu burger, baked",115,yes
3146,Tofu spread,208,no
3147,"Tofu, soya bean, steamed",73,yes
3148,"Tofu, soya bean, steamed, fried",261,yes
3149,Tomato juice,14,no
3150,Tomato ketchup,115,yes
3151,Tomato puree,67,no
3152,"Tomato sauce, homemade",89,yes
3153,"Tomatoes, canned, whole contents",19,no
3154,"Tomatoes, cherry, raw",22,yes
3155,"Tomatoes, standard, fried in corn oil",89,no
3156,"Tomatoes, standard, fried in rapeseed oil",89,yes
3157,"Tomatoes, standard, grilled, flesh and seeds only",17,no
3158,"Tomatoes, standard, raw",14,yes
3159,"Tomatoes, stuffed with rice",212,yes
3160,"Tomatoes, stuffed with vegetables",95,no
3161,"Tongue, lamb, raw",193,yes
3162,"Tongue, ox, meat only, pickled, raw",220,no
3163,"Tongue, ox, meat only, pickled, stewed",293,yes
3164,"Tongue, ox, meat only, stewed",242,no
3165,"Tongue, sheep, meat only, stewed",289,yes
3166,Tonic water,22,yes
3167,Topic/Snickers and own brand equivalents,479,no
3168,"Tori ki subji, homemade",108,yes
3169,"Torte, fruit",258,no
3170,Tortilla chips fried in sunflower oil,504,yes
3171,"Tortilla, wheat, soft",285,no
3172,Trail mix,432,yes
3173,"Treacle tart, homemade",380,no
3174,"Treacle, black",257,yes
3175,"Trifle, fruit, retail",164,no
3176,"Trifle, homemade",167,yes
3177,"Trifle, with Dream Topping",152,yes
3178,"Tripe and onions, stewed, homemade",93,no
3179,"Tripe, dressed, raw",33,yes
3180,"Tripe, dressed, stewed in milk",100,no
3181,"Trout, brown, raw",112,yes
3182,"Trout, brown, steamed",135,no
3183,"Trout, brown, steamed, weighed with bones",89,yes
3184,"Trout, rainbow, baked, flesh only, fillets weighed with bones and skin",131,yes
3185,"Trout, rainbow, flesh only, baked",150,no
3186,"Trout, rainbow, flesh only, raw",127,yes
3187,"Truffles, mocha, homemade",488,no
3188,"Truffles, rum, homemade",529,yes
3189,"Tuna, canned in brine, drained",109,no
3190,"Tuna, canned in sunflower oil, drained",159,yes
3191,"Tuna, flesh only, baked",136,no
3192,"Tuna, flesh only, raw",107,yes
3193,"Turbot, flesh only, grilled",122,no
3194,"Turbot, flesh only, grilled, weighed with bones and skin",76,yes
3195,"Turbot, flesh only, raw",95,no
3196,"Turkey and pasta bake, homemade",130,yes
3197,Turkey slices,114,yes
3198,"Turkey, breast, fillet, grilled, meat only",155,no
3199,"Turkey, dark meat, raw",104,yes
3200,"Turkey, dark meat, roasted",177,no
3201,"Turkey, drumsticks, roasted, meat and skin",186,yes
3202,"Turkey, drumsticks, roasted, meat and skin, weighed with bone",134,no
3203,"Turkey, drumsticks, roasted, meat only",162,yes
3204,"Turkey, light meat, raw",105,no
3205,"Turkey, light meat, roasted",153,yes
3206,"Turkey, meat, average, raw",105,yes
3207,"Turkey, meat, average, roasted",166,no
3208,"Turkey, mince, stewed",176,yes
3209,"Turkey, self-basting, light meat, roasted",163,no
3210,"Turkey, skin, dry, roasted",481,yes
3211,"Turkey, skin, moist, roasted",372,no
3212,"Turkey, skin, raw",332,no
3213,"Turkey, stir-fried with vegetables, homemade",82,yes
3214,"Turkey, strips, stir-fried in corn oil",164,yes
3215,"Turkey, thighs, diced, casseroled, meat only",181,no
3216,"Turkey, whole, raw",133,yes
3217,"Turkey, whole, raw, weighed with bone",93,no
3218,"Turkey, whole, roasted, meat and skin",190,yes
3219,"Turkey, whole, roasted, meat and skin, weighed with bone",124,no
3220,"Turkish delight, with nuts, homemade",348,yes
3221,"Turkish delight, without nuts",295,no
3222,"Turmeric, ground",0,yes
3223,"Turnip tops, boiled in unsalted water",13,no
3224,"Turnip, boiled in unsalted water",12,yes
3225,"Turnip, flesh only, raw",23,no
3226,Twiglets,393,no
3227,Tzatziki,76,no
3228,"Urad dahl, homemade",81,yes
3229,"Veal, escalope, fried in corn oil",196,yes
3230,"Veal, escalope, raw",106,no
3231,"Veal, mince, raw",144,yes
3232,"Veal, mince, stewed",205,no
3233,"Vegeburger, retail, grilled",161,yes
3234,"Vegetable and cheese grill/burger, in crumbs, baked/grilled",240,no
3235,"Vegetable bake, homemade",121,yes
3236,"Vegetable stir fry mix, fried in corn oil",64,no
3237,"Vegetable stir fry mix, fried in rapeseed oil",64,yes
3238,"Vegetable stir fry mix, fried in sunflower oil",64,yes
3239,"Vegetables, mixed, cooked with onion, spice and tomatoes, homemade",82,no
3240,"Vegetables, mixed, frozen, boiled in unsalted water",42,yes
3241,"Vegetables, mixed, stir-fry type, frozen, fried in rapeseed oil",64,no
3242,"Vegetables, stir-fried, takeaway",52,yes
3243,"Venison in red wine and port, homemade",88,no
3244,"Venison, meat only, raw",103,yes
3245,"Venison, roast",165,yes
3246,"Vermouth, dry",109,no
3247,"Vine leaves, stuffed with rice",263,yes
3248,Vinegar,22,no
3249,"Wafers, plain ice cream wafers, not filled",368,yes
3250,"Waffles, homemade",335,no
3251,"Walnuts, kernel only",688,yes
3252,"Walnuts, kernel only, weighed with shells",295,no
3253,"Water chestnuts, raw",46,yes
3254,"Water, distilled",0,yes
3255,"Watercress, raw",10,no
3256,"Welsh cakes, homemade",432,yes
3257,"Welsh cheesecakes, homemade",420,no
3258,"Welsh rarebit, homemade",398,yes
3259,"Welsh rarebit, wholemeal, homemade",387,no
3260,"Wheat, bulgur, raw",352,yes
3261,Wheatgerm,352,no
3262,"Whelks, boiled",89,no
3263,"Whelks, boiled, weighed with shells",30,yes
